MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis
Fix,GT,34.1503974,-118.6623358,297.67891577827925,32.312508,0.1,250.8308,1638995624999
Fix,GT,34.1503031,-118.6626676,298.57792623126505,32.362522,0.1,251.08847,1638995625999
Fix,GT,34.1502117,-118.6629987,299.42892012023924,32.03222,0.1,252.14021,1638995626999
Fix,GT,34.1501271,-118.6633289,300.3309256689549,31.618374,0.1,253.63574,1638995627999
Fix,GT,34.1500517,-118.6636562,301.22192202889914,31.193071,0.1,255.5528,1638995628999
Fix,GT,34.1499875,-118.6639855,302.1229242544174,31.479122,0.1,257.87128,1638995629999
Fix,GT,34.1499302,-118.6643241,303.00093073320386,32.263638,0.1,258.78107,1638995630999
Fix,GT,34.149875,-118.6646717,303.952921141982,33.031094,0.1,259.32462,1638995631999
Fix,GT,34.1498213,-118.6650259,304.94291148614883,33.28748,0.1,259.89386,1638995632999
Fix,GT,34.1497716,-118.6653807,305.8709350767135,33.09329,0.1,260.7169,1638995633999
Fix,GT,34.1497262,-118.665734,306.5269468404054,32.895107,0.1,261.62552,1638995634999
Fix,GT,34.1496864,-118.6660853,306.9469647141099,32.572933,0.1,262.79007,1638995635999
Fix,GT,34.149653,-118.6664369,307.15498272538184,32.829277,0.1,264.04974,1638995636999
Fix,GT,34.1496261,-118.6667926,307.2270034677982,32.990158,0.1,265.28268,1638995637999
Fix,GT,34.1496051,-118.6671478,307.1620113114118,32.691692,0.1,266.31088,1638995638999
Fix,GT,34.1495881,-118.6675003,306.7950427901149,32.449368,0.1,266.64987,1638995639999
Fix,GT,34.1495702,-118.6678513,306.23006047755484,32.363472,0.1,266.1577,1638995640999
Fix,GT,34.1495511,-118.6682006,305.4360721260309,32.23129,0.1,266.11786,1638995641999
Fix,GT,34.1495322,-118.6685488,304.4170891632437,32.13877,0.1,266.13583,1638995642999
Fix,GT,34.1495134,-118.6688948,303.18012225472927,31.855156,0.1,266.1231,1638995643999
Fix,GT,34.1494949,-118.6692395,301.75214048135285,31.887579,0.1,266.2797,1638995644999
Fix,GT,34.1494767,-118.6695853,300.10515080565216,32.02434,0.1,266.2149,1638995645999
Fix,GT,34.1494583,-118.669933,298.2271710405349,32.324944,0.1,266.26724,1638995646999
Fix,GT,34.1494396,-118.6702854,296.3301770358682,32.706577,0.1,266.1999,1638995647999
Fix,GT,34.1494199,-118.6706398,294.4411848727464,32.74579,0.1,265.94144,1638995648999
Fix,GT,34.1493994,-118.6709938,292.54216833686826,32.693207,0.1,265.94586,1638995649999
Fix,GT,34.1493792,-118.6713479,290.5341807191372,32.821674,0.1,266.13327,1638995650999
Fix,GT,34.1493611,-118.6717017,288.38219594132903,32.523746,0.1,266.73022,1638995651999
Fix,GT,34.149349,-118.67205,286.23419206047055,31.82015,0.1,268.54553,1638995652999
Fix,GT,34.1493489,-118.6723917,284.13213948631284,31.426407,0.1,271.42654,1638995653999
Fix,GT,34.149364,-118.6727304,282.4281519471407,31.219948,0.1,274.65704,1638995654999
Fix,GT,34.1493938,-118.6730653,280.46117555832865,30.998333,0.1,277.4956,1638995655999
Fix,GT,34.1494382,-118.6733958,278.56818080592154,30.861437,0.1,280.25015,1638995656999
Fix,GT,34.1494946,-118.673721,276.66718422484394,30.500132,0.1,283.4016,1638995657999
Fix,GT,34.1495656,-118.674038,274.8371615003348,30.153961,0.1,286.533,1638995658999
Fix,GT,34.1496495,-118.6743476,273.06515456318857,30.009615,0.1,289.4429,1638995659999
Fix,GT,34.1497446,-118.6746497,271.4831278271675,29.538153,0.1,291.8118,1638995660999
Fix,GT,34.1498453,-118.6749421,270.12112354147433,28.850967,0.1,292.75558,1638995661999
Fix,GT,34.149945,-118.675228,268.60415801936387,28.499386,0.1,292.68826,1638995662999
Fix,GT,34.150045,-118.6755142,266.94416615241767,28.764465,0.1,292.74478,1638995663999
Fix,GT,34.1501461,-118.6758032,265.2431609795689,29.054155,0.1,292.7364,1638995664999
Fix,GT,34.1502488,-118.6760944,263.4591663023233,29.331188,0.1,293.09402,1638995665999
Fix,GT,34.1503537,-118.6763877,261.6811591707468,29.504168,0.1,293.09,1638995666999
Fix,GT,34.150457,-118.6766811,260.00717894661426,29.268103,0.1,292.88934,1638995667999
Fix,GT,34.1505598,-118.6769725,258.3141573434473,29.133226,0.1,292.81726,1638995668999
Fix,GT,34.1506609,-118.6772615,256.8271384807229,28.756548,0.1,292.7635,1638995669999
Fix,GT,34.1507611,-118.6775495,255.4551399126053,28.825386,0.1,292.67703,1638995670999
Fix,GT,34.1508605,-118.6778389,254.1531374347806,28.897993,0.1,291.87662,1638995671999
Fix,GT,34.1509535,-118.6781341,252.93512224167583,29.353374,0.1,289.56506,1638995672999
Fix,GT,34.1510368,-118.6784386,251.64211870497465,29.723568,0.1,286.83414,1638995673999
Fix,GT,34.1511093,-118.6787504,250.3101328739524,29.900875,0.1,284.31702,1638995674999
Fix,GT,34.151171,-118.6790685,248.90612736827137,30.256813,0.1,281.77258,1638995675999
Fix,GT,34.1512201,-118.6793918,247.5281426420212,30.273941,0.1,278.87286,1638995676999
Fix,GT,34.1512559,-118.6797176,246.152131180048,30.252745,0.1,276.07614,1638995677999
Fix,GT,34.1512785,-118.6800428,244.85811664283275,29.851019,0.1,273.45996,1638995678999
Fix,GT,34.1512895,-118.6803649,243.63910601127148,29.699968,0.1,271.36548,1638995679999
Fix,GT,34.1512937,-118.6806869,242.40711838531496,29.692297,0.1,270.5699,1638995680999
Fix,GT,34.151296,-118.6810088,241.1911036678553,29.69872,0.1,270.4208,1638995681999
Fix,GT,34.1512976,-118.6813307,239.99711307334903,29.69223,0.1,270.1339,1638995682999
Fix,GT,34.1512985,-118.6816519,238.96609925460817,29.436337,0.1,270.16467,1638995683999
Fix,GT,34.1513003,-118.6819684,237.97509549474717,29.08716,0.1,270.4635,1638995684999
Fix,GT,34.1513028,-118.6822832,237.1800794913769,28.985765,0.1,270.48517,1638995685999
Fix,GT,34.1513053,-118.6825973,236.490077688694,28.960281,0.1,270.53928,1638995686999
Fix,GT,34.1513081,-118.6829112,235.887056399107,28.90045,0.1,270.55505,1638995687999
Fix,GT,34.1513097,-118.6832237,235.42004628956315,28.73502,0.1,269.8125,1638995688999
Fix,GT,34.1513045,-118.6835346,234.96005365133288,28.575657,0.1,267.6856,1638995689999
Fix,GT,34.1512874,-118.6838433,234.42806934332847,28.443941,0.1,264.6864,1638995690999
Fix,GT,34.1512585,-118.6841505,233.675079931736,28.493294,0.1,262.52725,1638995691999
Fix,GT,34.1512194,-118.6844559,232.9860635188818,28.417984,0.1,259.93665,1638995692999
Fix,GT,34.1511699,-118.6847581,232.24805953377484,28.435915,0.1,257.82812,1638995693999
Fix,GT,34.1511138,-118.6850599,231.49807438039775,28.512173,0.1,257.03635,1638995694999
Fix,GT,34.1510564,-118.6853607,230.81708301085237,28.395924,0.1,257.02512,1638995695999
Fix,GT,34.150999,-118.6856601,230.2810389953852,28.228834,0.1,256.7252,1638995696999
Fix,GT,34.1509408,-118.6859566,229.80604968595503,27.935047,0.1,256.4591,1638995697999
Fix,GT,34.1508836,-118.6862492,229.2690572533608,27.522026,0.1,256.9393,1638995698999
Fix,GT,34.150831,-118.6865398,228.77404785597324,27.368233,0.1,258.2248,1638995699999
Fix,GT,34.1507861,-118.68683,228.491026665628,27.146477,0.1,260.5056,1638995700999
Fix,GT,34.1507533,-118.68712,228.21203851222992,26.912613,0.1,263.615,1638995701999
Fix,GT,34.1507326,-118.6874092,227.9360246776939,26.70016,0.1,266.27283,1638995702999
Fix,GT,34.1507233,-118.6876969,227.65402797865863,26.486412,0.1,268.92267,1638995703999
Fix,GT,34.1507244,-118.6879827,227.3310410119295,26.290968,0.1,271.29065,1638995704999
Fix,GT,34.1507358,-118.6882661,226.95005628585812,26.119177,0.1,273.98938,1638995705999
Fix,GT,34.1507581,-118.688547,226.52005970686676,26.014277,0.1,276.6485,1638995706999
Fix,GT,34.1507916,-118.6888274,226.0320631468296,26.424107,0.1,279.29376,1638995707999
Fix,GT,34.150835,-118.6891099,225.48007315713167,26.533762,0.1,281.46332,1638995708999
Fix,GT,34.1508872,-118.6893899,224.9910481824875,26.421669,0.1,283.3491,1638995709999
Fix,GT,34.1509458,-118.6896666,224.64904832148557,26.26631,0.1,284.89496,1638995710999
Fix,GT,34.1510081,-118.6899405,224.24804846048357,26.123623,0.1,285.4496,1638995711999
Fix,GT,34.1510707,-118.6902138,223.76504197227956,26.195108,0.1,285.13516,1638995712999
Fix,GT,34.1511322,-118.6904883,223.3020542769432,26.26141,0.1,285.10965,1638995713999
Fix,GT,34.1511936,-118.6907636,222.68607664877177,26.32219,0.1,284.65182,1638995714999
Fix,GT,34.1512503,-118.6910434,222.00107575678825,26.801044,0.1,282.69513,1638995715999
Fix,GT,34.1512982,-118.6913294,221.0911262469292,26.917595,0.1,280.07385,1638995716999
Fix,GT,34.1513348,-118.6916186,219.9991030757427,26.96007,0.1,277.37442,1638995717999
Fix,GT,34.15136,-118.6919096,218.95911347830292,26.956947,0.1,274.5976,1638995718999
Fix,GT,34.1513744,-118.6922018,217.92310703712704,26.969397,0.1,272.13263,1638995719999
Fix,GT,34.1513774,-118.6924946,216.8961152523756,26.972967,0.1,269.18903,1638995720999
Fix,GT,34.1513677,-118.6927873,215.96508837592603,27.05627,0.1,266.29614,1638995721999
Fix,GT,34.1513461,-118.6930818,215.1150863544941,27.441431,0.1,263.58484,1638995722999
Fix,GT,34.1513122,-118.6933784,214.3930455737114,27.662613,0.1,260.65607,1638995723999
Fix,GT,34.1512659,-118.6936736,213.9410571280718,27.729662,0.1,257.9604,1638995724999
Fix,GT,34.1512076,-118.6939678,213.39107446795705,28.005842,0.1,255.01712,1638995725999
Fix,GT,34.151136,-118.6942605,212.82206663155557,28.181696,0.1,252.36987,1638995726999
Fix,GT,34.1510537,-118.6945495,212.37104492717984,28.071491,0.1,249.73032,1638995727999
Fix,GT,34.1509602,-118.6948317,211.94203581112623,27.887661,0.1,246.71715,1638995728999
Fix,GT,34.1508551,-118.6951055,211.50505328166489,27.682554,0.1,243.57913,1638995729999
Fix,GT,34.150739,-118.6953706,211.1090383300185,27.523582,0.1,240.91748,1638995730999
Fix,GT,34.1506133,-118.6956271,210.6840477492213,27.3466,0.1,237.91962,1638995731999
Fix,GT,34.1504778,-118.6958743,210.24405255252125,27.260336,0.1,235.42804,1638995732999
Fix,GT,34.1503335,-118.6961155,209.7960608947277,27.53397,0.1,233.04846,1638995733999
Fix,GT,34.1501785,-118.6963515,209.3800410953164,27.85768,0.1,230.09918,1638995734999
Fix,GT,34.150012,-118.6965774,208.9700612232685,27.75871,0.1,226.65654,1638995735999
Fix,GT,34.1498351,-118.6967922,208.51506256490944,27.859667,0.1,223.87976,1638995736999
Fix,GT,34.1496502,-118.6969964,207.9610698376298,27.84539,0.1,221.2271,1638995737999
Fix,GT,34.149457,-118.6971937,207.0051400409937,28.41349,0.1,219.32076,1638995738999
Fix,GT,34.1492545,-118.6973908,205.77115708088877,29.289555,0.1,218.33792,1638995739999
Fix,GT,34.1490459,-118.6975893,204.5141539106965,29.646996,0.1,217.98567,1638995740999
Fix,GT,34.1488362,-118.6977887,203.55007776111364,29.62153,0.1,218.24365,1638995741999
Fix,GT,34.1486273,-118.6979877,203.02504797697068,29.584038,0.1,218.192,1638995742999
Fix,GT,34.1484187,-118.698187,202.63802285021544,29.564844,0.1,218.25706,1638995743999
Fix,GT,34.1482085,-118.6983866,202.42200241172316,29.790218,0.1,218.06558,1638995744999
Fix,GT,34.147997,-118.6985888,202.1080386867523,30.248617,0.1,218.43999,1638995745999
Fix,GT,34.1477821,-118.6987961,201.75904363846777,30.865427,0.1,218.6014,1638995746999
Fix,GT,34.1475639,-118.6990075,201.40304982888696,31.18135,0.1,218.5702,1638995747999
Fix,GT,34.1473442,-118.6992176,201.04404021042583,31.035238,0.1,218.21806,1638995748999
Fix,GT,34.1471258,-118.6994257,200.71503664791584,30.77256,0.1,217.98761,1638995749999
Fix,GT,34.1469084,-118.6996306,200.35005266708131,30.542667,0.1,217.95143,1638995750999
Fix,GT,34.1466937,-118.6998364,199.77508227431773,30.42312,0.1,219.14973,1638995751999
Fix,GT,34.1464856,-118.7000528,199.1750566321612,30.782713,0.1,222.15211,1638995752999
Fix,GT,34.1462809,-118.7002846,198.74305184030533,31.642595,0.1,223.93396,1638995753999
Fix,GT,34.1460756,-118.7005287,198.364040835917,32.348675,0.1,224.81488,1638995754999
Fix,GT,34.1458704,-118.7007804,198.10802853405477,32.645935,0.1,226.04321,1638995755999
Fix,GT,34.1456723,-118.7010409,197.9550136814713,32.442036,0.1,228.91779,1638995756999
Fix,GT,34.1454854,-118.7013084,197.8760099759102,32.10432,0.1,230.6757,1638995757999
Fix,GT,34.1453056,-118.7015816,198.02596749770643,32.278164,0.1,232.26962,1638995758999
Fix,GT,34.1451309,-118.7018635,198.23993232142925,32.675076,0.1,234.11658,1638995759999
Fix,GT,34.1449599,-118.7021549,198.7349296412468,33.09029,0.1,234.86588,1638995760999
Fix,GT,34.14479,-118.7024509,199.27093449950212,33.228622,0.1,235.3519,1638995761999
Fix,GT,34.1446206,-118.7027476,199.8429229738116,33.15609,0.1,235.13916,1638995762999
Fix,GT,34.1444506,-118.7030436,200.51091138398647,33.08642,0.1,235.21933,1638995763999
Fix,GT,34.1442834,-118.7033369,201.23390101003648,32.487564,0.1,235.54979,1638995764999
Fix,GT,34.1441201,-118.7036251,201.92491475850343,31.825996,0.1,235.42398,1638995765999
Fix,GT,34.1439611,-118.7039052,202.83588776302335,30.748526,0.1,235.48767,1638995766999
Fix,GT,34.1438081,-118.704176,203.6778900421858,29.645376,0.1,235.80145,1638995767999
Fix,GT,34.1436626,-118.7044383,204.4479205322266,28.591263,0.1,236.34637,1638995768999
Fix,GT,34.1435215,-118.7046943,205.16690491759775,28.163223,0.1,236.49933,1638995769999
Fix,GT,34.1433874,-118.7049501,205.88488923227783,27.638968,0.1,238.7065,1638995770999
Fix,GT,34.1432635,-118.7052062,206.60789153790475,27.029247,0.1,240.22824,1638995771999
Fix,GT,34.143145,-118.7054581,207.50186409068107,26.34064,0.1,240.21198,1638995772999
Fix,GT,34.1430289,-118.7057028,208.56185597378013,25.575537,0.1,239.99365,1638995773999
Fix,GT,34.1429174,-118.7059398,209.8638387141228,24.667347,0.1,240.51184,1638995774999
Fix,GT,34.1428121,-118.706167,211.23781354922056,23.021059,0.1,240.719,1638995775999
Fix,GT,34.1427173,-118.706374,212.66380525541305,20.641735,0.1,241.07626,1638995776999
Fix,GT,34.1426344,-118.7065648,214.05481919658183,19.322983,0.1,243.61354,1638995777999
Fix,GT,34.1425658,-118.7067509,215.41884370678665,18.33455,0.1,247.45528,1638995778999
Fix,GT,34.142513,-118.7069327,216.7678183246851,17.416512,0.1,253.43573,1638995779999
Fix,GT,34.1424817,-118.7071135,218.1208271184564,16.890198,0.1,261.4614,1638995780999
Fix,GT,34.1424721,-118.7072908,219.34284787732363,16.101063,0.1,269.42444,1638995781999
Fix,GT,34.1424827,-118.7074616,220.3748687235713,15.851813,0.1,277.45383,1638995782999
Fix,GT,34.1425139,-118.7076306,221.0819175943136,16.426416,0.1,285.16492,1638995783999
Fix,GT,34.1425619,-118.707802,221.6979200665951,16.955149,0.1,290.32825,1638995784999
Fix,GT,34.1426222,-118.7079718,222.14595058864356,17.196806,0.1,294.64764,1638995785999
Fix,GT,34.1426948,-118.7081366,222.5729491354227,17.26456,0.1,300.12018,1638995786999
Fix,GT,34.1427794,-118.7082905,222.86497182303668,16.930222,0.1,305.38916,1638995787999
Fix,GT,34.1428703,-118.7084344,222.8980094140172,16.348036,0.1,307.6187,1638995788999
Fix,GT,34.1429593,-118.7085707,222.75403774619105,15.550527,0.1,307.9302,1638995789999
Fix,GT,34.1430427,-118.7086989,222.54701486295463,14.621949,0.1,307.9149,1638995790999
Fix,GT,34.143122,-118.7088195,222.246039277494,13.607944,0.1,308.45166,1638995791999
Fix,GT,34.1431948,-118.7089294,222.12199728500843,12.379801,0.1,308.46945,1638995792999
Fix,GT,34.1432594,-118.7090286,222.10999047499897,10.6591015,0.1,307.9965,1638995793999
Fix,GT,34.1433158,-118.7091138,222.21997817897795,9.573507,0.1,309.07492,1638995794999
Fix,GT,34.1433644,-118.7091907,222.4089808615446,8.116505,0.1,305.61563,1638995795999
Fix,GT,34.1433961,-118.7092694,222.5949876677394,7.762518,0.1,291.1054,1638995796999
Fix,GT,34.1434025,-118.7093577,222.63901785355807,8.097398,0.1,268.46393,1638995797999
Fix,GT,34.1433789,-118.7094487,222.59101376509668,9.218965,0.1,246.7341,1638995798999
Fix,GT,34.143325,-118.7095386,222.38002759337425,10.818815,0.1,228.36168,1638995799999
Fix,GT,34.1432431,-118.7096197,221.99206637859345,12.518537,0.1,214.74681,1638995800999
Fix,GT,34.1431373,-118.7096928,221.40509147512915,14.356782,0.1,206.62141,1638995801999
Fix,GT,34.1430127,-118.70976,220.65112085568907,15.831718,0.1,202.63942,1638995802999
Fix,GT,34.1428749,-118.709824,219.73114201509952,16.82059,0.1,199.78381,1638995803999
Fix,GT,34.1427274,-118.7098815,218.7371283881664,17.473927,0.1,196.33931,1638995804999
Fix,GT,34.1425732,-118.7099328,217.6861524499059,17.93903,0.1,194.425,1638995805999
Fix,GT,34.1424136,-118.7099756,216.7611219550371,18.2512,0.1,190.60085,1638995806999
Fix,GT,34.1422486,-118.7100034,215.97309975081683,18.511978,0.1,185.69643,1638995807999
Fix,GT,34.1420815,-118.7100168,215.35907040798665,18.64132,0.1,182.65291,1638995808999
Fix,GT,34.1419131,-118.7100229,215.00502540266515,18.619616,0.1,180.35274,1638995809999
Fix,GT,34.1417461,-118.710019,214.9290099013448,18.349068,0.1,177.46918,1638995810999
Fix,GT,34.1415826,-118.7100045,215.08096456056836,17.845541,0.1,173.66724,1638995811999
Fix,GT,34.1414287,-118.7099769,215.41994600975517,16.531414,0.1,169.75366,1638995812999
Fix,GT,34.1412896,-118.7099419,215.83393450081348,14.996513,0.1,166.49335,1638995813999
Fix,GT,34.1411619,-118.7098986,216.1969700306058,14.56112,0.1,162.46631,1638995814999
Fix,GT,34.1410355,-118.7098464,216.40997425615788,15.0696335,0.1,160.32263,1638995815999
Fix,GT,34.1409083,-118.7097896,216.51498996597527,14.94302,0.1,159.00842,1638995816999
Fix,GT,34.1407873,-118.7097316,216.52600430959464,13.706177,0.1,157.8429,1638995817999
Fix,GT,34.1406809,-118.7096777,216.44501583659647,11.661058,0.1,156.64062,1638995818999
Fix,GT,34.1405958,-118.7096223,216.30601587200167,9.727623,0.1,146.64374,1638995819999
Fix,GT,34.1405382,-118.7095454,216.07204627227784,9.1704235,0.1,124.400024,1638995820999
Fix,GT,34.1405127,-118.7094456,215.67906521523,9.718999,0.1,98.30817,1638995821999
Fix,GT,34.1405246,-118.7093299,215.1710624526143,11.47818,0.1,76.01041,1638995822999
Fix,GT,34.1405662,-118.7092013,214.67603929972648,13.717825,0.1,65.04654,1638995823999
Fix,GT,34.1406307,-118.7090597,214.09908314615487,15.917991,0.1,58.348145,1638995824999
Fix,GT,34.1407129,-118.7089048,213.5100701694488,17.759089,0.1,56.912292,1638995825999
Fix,GT,34.1408029,-118.7087359,213.12803955399988,19.223862,0.1,56.97638,1638995826999
Fix,GT,34.1409002,-118.7085543,212.97401174545288,20.69858,0.1,56.784668,1638995827999
Fix,GT,34.1410058,-118.7083591,213.1229646892548,22.250786,0.1,56.4765,1638995828999
Fix,GT,34.1411198,-118.7081533,213.42296166300773,23.226297,0.1,55.770477,1638995829999
Fix,GT,34.1412393,-118.7079422,213.6669630600214,23.826544,0.1,55.3696,1638995830999
Fix,GT,34.141362,-118.7077266,213.79597926855087,24.369337,0.1,55.745605,1638995831999
Fix,GT,34.1414849,-118.7075036,213.80899703216556,25.051123,0.1,56.483887,1638995832999
Fix,GT,34.1416095,-118.7072727,213.7120223070383,25.736565,0.1,56.99582,1638995833999
Fix,GT,34.1417351,-118.7070354,213.50306408011912,26.03902,0.1,57.507904,1638995834999
Fix,GT,34.1418611,-118.7067976,213.1290642185211,25.988173,0.1,56.718964,1638995835999
Fix,GT,34.141992,-118.7065607,212.56409877252577,26.541328,0.1,55.52292,1638995836999
Fix,GT,34.1421336,-118.7063186,211.7871424783468,28.071827,0.1,53.681335,1638995837999
Fix,GT,34.1422877,-118.7060685,210.7811593043804,29.215754,0.1,52.972473,1638995838999
Fix,GT,34.1424446,-118.7058122,209.7931400663853,29.427095,0.1,53.812164,1638995839999
Fix,GT,34.1425996,-118.7055519,208.83112678194047,29.711435,0.1,54.453064,1638995840999
Fix,GT,34.1427565,-118.7052865,207.91413006711005,30.432514,0.1,53.58896,1638995841999
Fix,GT,34.1429204,-118.7050204,207.1121121475697,30.569635,0.1,53.148804,1638995842999
Fix,GT,34.1430825,-118.7047547,206.29911238574985,30.091127,0.1,53.762054,1638995843999
Fix,GT,34.1432382,-118.704494,205.55511718976496,29.081083,0.1,54.42572,1638995844999
Fix,GT,34.1433864,-118.7042385,204.8051143783331,28.406267,0.1,55.18573,1638995845999
Fix,GT,34.1435299,-118.7039856,204.04011614799495,28.178692,0.1,55.541992,1638995846999
Fix,GT,34.1436724,-118.7037321,203.25012097764017,28.32145,0.1,55.726715,1638995847999
Fix,GT,34.1438152,-118.7034763,202.2611473197937,28.552088,0.1,55.885956,1638995848999
Fix,GT,34.143961,-118.7032182,201.5680768840313,29.013506,0.1,55.106873,1638995849999
Fix,GT,34.1441116,-118.7029566,201.114072422266,29.665104,0.1,55.183167,1638995850999
Fix,GT,34.1442634,-118.7026912,200.6040833759308,29.665134,0.1,55.324646,1638995851999
Fix,GT,34.1444145,-118.702428,200.17705724704263,29.324821,0.1,54.95233,1638995852999
Fix,GT,34.1445653,-118.7021693,199.85703410696985,29.008535,0.1,54.968323,1638995853999
Fix,GT,34.1447132,-118.7019103,199.64003262424467,28.97293,0.1,55.41809,1638995854999
Fix,GT,34.1448623,-118.7016533,199.4090451424122,28.828962,0.1,54.384064,1638995855999
Fix,GT,34.1450174,-118.7013993,199.25301403868195,29.357685,0.1,52.500763,1638995856999
Fix,GT,34.1451826,-118.7011489,199.20800781476493,29.408743,0.1,50.277527,1638995857999
Fix,GT,34.1453547,-118.7009079,199.17100626468655,29.161533,0.1,48.53412,1638995858999
Fix,GT,34.1455305,-118.7006713,199.2339764609337,29.302826,0.1,47.319214,1638995859999
Fix,GT,34.1457111,-118.7004413,199.43696540522575,28.91844,0.1,45.65335,1638995860999
Fix,GT,34.1458945,-118.7002212,199.66596848583225,28.546406,0.1,43.784546,1638995861999
Fix,GT,34.1460816,-118.7000111,199.9289605298042,28.192453,0.1,41.89859,1638995862999
Fix,GT,34.146272,-118.699811,200.21895886731147,27.873142,0.1,40.09961,1638995863999
Fix,GT,34.1464646,-118.6996192,200.4089730528593,27.553915,0.1,38.83664,1638995864999
Fix,GT,34.1466574,-118.6994328,200.56097140979767,27.388184,0.1,38.339935,1638995865999
Fix,GT,34.1468504,-118.6992484,200.69697771978375,27.227516,0.1,38.241394,1638995866999
Fix,GT,34.1470412,-118.6990653,200.903966512084,26.937677,0.1,38.44388,1638995867999
Fix,GT,34.1472297,-118.6988839,201.16395686042307,26.620342,0.1,38.24539,1638995868999
Fix,GT,34.1474179,-118.6987053,201.4469695813656,26.515657,0.1,37.849518,1638995869999
Fix,GT,34.1476055,-118.6985286,201.77495027351375,26.379326,0.1,37.769104,1638995870999
Fix,GT,34.1477926,-118.6983521,202.0989501774311,26.304474,0.1,37.97696,1638995871999
Fix,GT,34.1479776,-118.6981763,202.31498872721195,26.004723,0.1,38.170258,1638995872999
Fix,GT,34.1481599,-118.6980018,202.5219532085657,25.748226,0.1,38.342804,1638995873999
Fix,GT,34.1483419,-118.6978274,202.8029563486576,25.94096,0.1,38.277313,1638995874999
Fix,GT,34.1485258,-118.6976521,203.14594492626188,26.031963,0.1,38.0943,1638995875999
Fix,GT,34.1487095,-118.6974776,203.67391073310372,25.845514,0.1,37.94214,1638995876999
Fix,GT,34.1488924,-118.6973049,204.32188129222396,25.795017,0.1,37.850586,1638995877999
Fix,GT,34.1490759,-118.6971318,205.010907130301,25.944477,0.1,38.052002,1638995878999
Fix,GT,34.1492589,-118.6969554,205.48593470191955,26.051765,0.1,38.912262,1638995879999
Fix,GT,34.1494384,-118.6967738,205.88792639482023,26.059505,0.1,40.73358,1638995880999
Fix,GT,34.1496117,-118.6965827,206.3499147808552,26.221497,0.1,43.768463,1638995881999
Fix,GT,34.1497776,-118.6963795,206.85191954547167,26.390316,0.1,46.675934,1638995882999
Fix,GT,34.1499357,-118.6961665,207.260942419827,26.29098,0.1,49.12439,1638995883999
Fix,GT,34.1500848,-118.6959468,207.60893242186307,26.040634,0.1,51.840454,1638995884999
Fix,GT,34.1502232,-118.6957219,208.04992238110304,25.62284,0.1,54.697357,1638995885999
Fix,GT,34.1503489,-118.6954932,208.47492554455997,24.976921,0.1,57.616486,1638995886999
Fix,GT,34.1504636,-118.6952636,208.9089303730726,24.517826,0.1,59.82025,1638995887999
Fix,GT,34.1505678,-118.6950322,209.33193190377952,24.097452,0.1,62.75345,1638995888999
Fix,GT,34.1506607,-118.6947989,209.70293510466811,23.75046,0.1,65.34479,1638995889999
Fix,GT,34.1507443,-118.6945625,210.0769266431332,23.736546,0.1,68.02292,1638995890999
Fix,GT,34.1508194,-118.6943203,210.4899298423529,24.071142,0.1,70.43637,1638995891999
Fix,GT,34.1508872,-118.6940702,210.9969246916175,24.456528,0.1,72.99686,1638995892999
Fix,GT,34.1509454,-118.6938137,211.418929576993,24.604803,0.1,75.825745,1638995893999
Fix,GT,34.1509945,-118.6935538,211.8389210476279,24.559828,0.1,78.14661,1638995894999
Fix,GT,34.1510332,-118.6932932,212.34790911495688,24.304232,0.1,81.02655,1638995895999
Fix,GT,34.1510616,-118.6930331,213.0218212674856,24.189087,0.1,83.434204,1638995896999
Fix,GT,34.1510821,-118.692773,213.77685810256008,24.010378,0.1,85.63818,1638995897999
Fix,GT,34.1510912,-118.6925159,214.65484598487615,23.518003,0.1,88.756195,1638995898999
Fix,GT,34.151091,-118.6922627,215.57984739840032,23.310461,0.1,90.83911,1638995899999
Fix,GT,34.1510825,-118.6920114,216.50682162684203,23.127953,0.1,93.47183,1638995900999
Fix,GT,34.1510642,-118.6917627,217.47383661842343,23.053005,0.1,96.09845,1638995901999
Fix,GT,34.1510357,-118.6915149,218.36584654009343,23.175955,0.1,98.98639,1638995902999
Fix,GT,34.1509976,-118.6912664,219.29983941709995,23.49835,0.1,101.27417,1638995903999
Fix,GT,34.1509507,-118.6910144,220.32481345433,24.205273,0.1,103.552765,1638995904999
Fix,GT,34.1508957,-118.6907566,221.48180625164508,24.931786,0.1,104.83899,1638995905999
Fix,GT,34.1508355,-118.6904921,222.5688196366429,25.668665,0.1,105.21808,1638995906999
Fix,GT,34.1507739,-118.6902192,223.58581242132183,26.470144,0.1,104.87866,1638995907999
Fix,GT,34.1507121,-118.6899384,224.7158103529215,27.025139,0.1,104.80011,1638995908999
Fix,GT,34.1506497,-118.6896535,225.7098238232136,27.38745,0.1,104.334045,1638995909999
Fix,GT,34.1505904,-118.6893623,226.6118581086397,28.006218,0.1,102.79355,1638995910999
Fix,GT,34.1505387,-118.6890602,227.34489772105215,28.778765,0.1,100.361115,1638995911999
Fix,GT,34.1504969,-118.688749,227.90291143131256,29.28633,0.1,97.99686,1638995912999
Fix,GT,34.1504663,-118.6884325,228.42691822659967,29.287848,0.1,95.04999,1638995913999
Fix,GT,34.1504487,-118.6881172,228.86592505019905,29.01975,0.1,92.55792,1638995914999
